#,0,1,2,3,4,5,6,1006,7,8,9,10,11,12,21,22,23,31,32,36,33,34,35,93,94,95,96,97,98,52001,52002,52003,52004,52005,52006,52007,99
4018,八足,6,1,0,1,0,2,0,0,0,30,30,0,0,0,9,0,0,0,0,0,0,45,12,900,5400,71,0,6,0,0,12,0,0,0,0,八足怪虫腿脚多，尖长如钩及臀拖。
4019,蛇伴,4,3,0,1,0,8,0,0,0,20,20,0,0,0,0,0,35,7,-25,0,0,0,4,400,1600,72,0,4,0,0,0,8,0,0,0,牙尖身狭两尾红，不比寻常是毒虫。
4020,红铃門,5,1,0,1,0,4,0,0,0,25,25,0,0,0,0,0,40,8,-25,0,0,0,8,625,3125,73,0,5,0,0,0,10,0,0,0,铃門细洁红如血，通体明浄号英杰。
4021,红孩儿,6,1,0,1,0,2,0,0,0,30,30,0,0,0,0,0,45,9,-25,0,0,0,12,900,5400,74,0,5,0,0,0,12,0,0,0,翅衣泛红血斑斑，性烈如火没遮拦。
4022,缩肚,4,3,0,1,0,8,0,0,0,30,20,50,50,0,0,0,0,0,0,0,0,0,4,400,1600,75,0,6,0,0,0,0,0,0,8,腹背浑圆高又厚，身强肚紧斗三秋。
4023,枣核,5,3,0,1,0,4,0,0,0,35,25,70,70,0,0,0,0,0,0,0,0,0,8,625,3125,76,0,7,0,0,0,0,0,0,10,身如枣核腰背厚，往来千遍無辞口。
4024,八壳,6,1,0,1,0,2,0,0,0,50,-20,90,90,0,0,0,0,0,0,0,0,0,12,900,5400,77,0,7,0,0,0,0,0,0,12,壳脱八回现真相，千锤百炼肉身苍。
4025,六翼飞,7,1,0,1,0,1,0,0,0,25,45,0,0,12,0,0,0,0,0,35,5,0,16,1225,8575,78,0,8,8,0,8,0,0,0,0,锦袍还着银衬衫，六翼齐飞号無敌。
4026,赤爪,7,1,0,1,0,1,0,0,0,35,35,40,40,0,12,0,0,0,0,0,0,35,16,1225,8575,79,0,8,0,8,0,0,0,8,0,爪花赤红世难见，虫中珍宝品相绝。
4027,大重牙,7,1,0,1,0,1,0,0,0,35,35,0,0,0,0,12,35,5,-15,0,0,0,16,1225,8575,80,0,8,0,0,0,8,8,0,0,四牙大小一般同，不比寻常咬劲凶。
